author,year,intervention_name,scale_name,delay,paper_title,coder,lab_or_field,lab_field,program_name,publication_type,origin,setting,stage_in_life,mean_age,participant_sex,percent_of_male,percent_dominant_racial_or_ethnic_group,country,state,number_of_participant,type_of_control,intrevention_description,brief_description_of_the_intervention,delivery_of_treatment,intervention_length,time_intervention_took,additional_contact,stated_purpose_of_the_intervention,intervention_description,stated_purpose,condition_gender,n_items,contains_randomization,partial_analysis,study_design,is_primary,scale_type,type_of_at_risk_population,n_conditions,n_c_pre,n_c_post,n_t_pre,n_t_post,n_t_group,n_c_group,cluster_type,eff_type,u_s_d,anticipated_direction,ctrl_sd,page_number,comments,d,var_d,se_d,checked,checker_comment,is_red
hanson,1993,sexual assault prevention program,sexual assault awareness survey,7,Evaluation of a Sexual Assault Prevention Program,Manna,lab,lab,NA,1,1,3,3,26.78,2,0,94,USA,Ohio,360,2,1,"The specific content of the program was as follows: Initially, subjects were provided with statistics about the pervasiveness of sexual assault on college campuses. After the presentation of this information, subjects were given the Rape Myths and Facts Worksheet and allotted time to complete it. Afte that, subjects viewed a video depicting events leading up to an acquaintance rape that occurs during a college party. Following, the presenter asked a series of questions about possible protective measures that might have been helpful in avoiding the depicted acquaintance rape. After a discussion, subjects viewed a second video (with the same characters as the first) that modeled possible protective behaviors. Following a discussion of these protective behaviors, subjects were given the Preventive Strategies Information Sheet. Before concluding the session, the presenter entertained questions about information presented in the pro- gram and about sexual assault in general. On completion of the study, subjects were given the names of local agencies that could provide addi- tional information about sexual assault and could give assistance if needed.","1,2,4,6",9,,0,"2,9",NA,"2,9",female,?,NA,NA,quasi-experimental,FALSE,attitudes,-,2,,164,,180,-,-,-,f.test,5.38,1,-,4,"have SES, but split it up by past victimization",0.25,1.20E-02,0.11,,,#ffffff
kline,1993,workshop,Attitudes towards rape victims,0,The effects of a structured-group Rape Prevention Program on selected male personality correlates of abuse toward women,Anne,0,lab,NA,4,2,3,3,NA,"3, 4",48.87218045,NA,US,PA,133,1,1,"The program was taught as a class over 12 weeks (there were 11 2-hour blocks) during the fall semester. There were 2 all-female groups and 1 all-male group, 3 coed groups as well as 2 control groups. All 11 sessions began with a didactic component consisting of a brief lecture or film followed by a structured group exercise. The topics of the sessions dealt with issues in male psychology: 1) meaning of masculinity 2) men's difficulty expressing feelings 3) friendship between men 4) relationship with fathers 5) issues in handling anger appropriately 6) male and female sex-role stereotypes 7) society's definition of masculinity 8) negative consequences of men's stereotypes 9) exploration of how members of the opposite sex can be hurtful to each other 10) date-rape dynamics and 11) male liberation from stereotypes of masculinity. Lectures are included in the appendices.","1,2",11,,0,1,NA,1,both,25,NA,NA,quasi-experimental,FALSE,attitudes,-,4,,47,,86,6,2,n groups,d.i.d,-2.338,1,11.11,253,NA,-0.21,3.30E-02,0.182,,,#ffffff
schwartz,1993,program,Attitudes Towards Rape,49,We're talking but are they listening? The retention of information from sexual assault programming for college students,jh,1,field,-,1,1,3,3,NA,3,0.34,0.97,us,midwest,376,1,0.5,50-minute program covering the five most common rape myths on a college campus,2,0,,0,"8, 9",NA,"8, 9",both,10,NA,NA,quasi-experimental,FALSE,attitudes,-,2,,180,,167,10.5,10.5,cluster randomized,d.i.d,1.55,1,5.24,4,NA,0.296,0.177,0.421,,,#ffffff
wolford,1993,videotape,General Attitudes Toward Rape,42,The effects of educational programs about rape on the attitudes of first year urban university students,jh,0,lab,Campus Rape,4,1,3,3,NA,NA,0.513,NA,NA,NA,1546,1,1,"Two popular characters teach facts regarding prevalence on campus, societal factors influencing myths related to rape, and the role of alcohol",4,NA,,0,"3, 9, 8, 10",NA,"3, 9, 8, 10",both,23,NA,NA,quasi-experimental,FALSE,attitudes,-,4,,37,,36,-,-,-,d.i.d,-0.6018,1,9.05,54,NA,-6.60E-02,5.40E-02,0.232,,,#ffffff
wolford,1993,videotape,General Attitudes Toward Rape,105,The effects of educational programs about rape on the attitudes of first year urban university students,jh,0,lab,Campus Rape,4,1,3,3,NA,NA,0.513,NA,NA,NA,1546,1,1,"Two popular characters teach facts regarding prevalence on campus, societal factors influencing myths related to rape, and the role of alcohol",4,NA,,0,"3, 9, 8, 10",NA,"3, 9, 8, 10",both,23,NA,NA,quasi-experimental,FALSE,attitudes,-,4,,37,,36,-,-,-,d.i.d,3.00E-03,-1,9.05,54,NA,0,5.40E-02,0.232,,,#ffffff
wolford,1993,role play,General Attitudes Toward Rape,98,The effects of educational programs about rape on the attitudes of first year urban university students,jh,0,lab,NA,4,1,3,3,NA,NA,0.513,NA,NA,NA,1546,1,1,three scenarios in which subjects took an active part,5,NA,,0,"9, 8, 10",NA,"9, 8, 10",both,23,NA,NA,quasi-experimental,FALSE,attitudes,-,4,,37,,32,-,-,-,d.i.d,1.2989,-1,9.05,54,NA,0.143,5.70E-02,0.239,,,#ffffff
wolford,1993,role play,General Attitudes Toward Rape,35,The effects of educational programs about rape on the attitudes of first year urban university students,jh,0,lab,NA,4,1,3,3,NA,NA,0.513,NA,NA,NA,1546,1,1,three scenarios in which subjects took an active part,5,NA,,0,"9, 8, 10",NA,"9, 8, 10",both,23,NA,NA,quasi-experimental,FALSE,attitudes,-,4,,37,,32,-,-,-,d.i.d,-2.565,1,9.05,54,NA,-0.283,5.80E-02,0.241,,,#ffffff
wolford,1993,lecture,General Attitudes Toward Rape,41,The effects of educational programs about rape on the attitudes of first year urban university students,jh,0,lab,NA,4,1,3,3,NA,NA,0.513,NA,NA,NA,1546,1,1,"Presentation began with facts regarding extent of problem on campus, definition of sexual assault was offered",1,NA,,0,11,NA,11,both,23,NA,NA,quasi-experimental,FALSE,attitudes,-,4,,37,,27,-,-,-,d.i.d,-1.896,1,9.05,54,NA,-0.209,6.30E-02,0.251,,,#ffffff
wolford,1993,lecture,General Attitudes Toward Rape,111,The effects of educational programs about rape on the attitudes of first year urban university students,jh,0,lab,NA,4,1,3,3,NA,NA,0.513,NA,NA,NA,1546,1,1,"Presentation began with facts regarding extent of problem on campus, definition of sexual assault was offered",1,NA,,0,11,NA,11,both,23,NA,NA,quasi-experimental,FALSE,attitudes,-,4,,37,,27,-,-,-,d.i.d,-0.842,1,9.05,54,NA,-9.30E-02,6.30E-02,0.251,,,#ffffff
frazier,1994,2-hour interactive improv theater,Atttitudes towards sexual behaviors,0,Evaluation of a Coeducational Interactive Rape Prevention Program,Arielle,0,lab,NA,1,1,3,3,21,3,39.0625,97,USA,NA,192,1,0.5,dramaticized performance on acquiantance rape followed by a reenactment without rape based on audience feedback,"3,5",1,,0,"1,3,5,10",NA,"1,3,5,10",both,15,NA,NA,quasi-experimental,FALSE,attitudes,-,2,,56,,51,2,2,cluster randomized,d.i.d,-0.212,-1,0.47,3,NA,-0.213,0.328,0.573,,,#ffffff
frazier,1994,2-hour interactive improv theater,Atttitudes towards sexual behaviors,30,Evaluation of a Coeducational Interactive Rape Prevention Program,Arielle,0,lab,NA,1,1,3,3,21,3,39.0625,97,USA,NA,192,1,0.5,dramaticized performance on acquiantance rape followed by a reenactment without rape based on audience feedback,"3,5",1,,0,"1,3,5,10",NA,"1,3,5,10",both,15,NA,NA,quasi-experimental,FALSE,attitudes,-,2,,39,,50,2,2,cluster randomized,d.i.d,0.17,1,0.47,3,NA,0.362,0.332,0.576,,,#ffffff
cohen,1995,attitudinal change,Responses to Observing Sexual Harassment Questionnaire - Externally focused,70,Evaluation of Workshops to Counter Sexual Harassment,Matej,1,lab,NA,4,2,3,3,21.1,3,40.4,73,USA,MO,94,1,NA,"Design of Sexual Harassment Workshop B (Attitude Change/Experiential Model).
Workshop B (see Appendix J) was designed in consultation with Wayne Anderson, based
on the underlying assumptions that persuading people to change their attitudes about
sexual harassment will lead them to change their behaviors, people desire to hold
""correct"" attitudes (i.e. ones they believe are accurate for them), and that use of
experiential, interactive techniques will help group members feel more personally
involved with the topic material, thereby leading to central route attitude change. This
workshop was designed keeping in mind general considerations suggested by Anderson
(1981) and Pfeiffer and Jones (1973), such as the following. One of the most important
guiding considerations, investment and involvement, was operationalized by keeping
participants busy and engaged throughout the session. Sequencing was structured so that
each activity built upon the previous one. Adequate processing time was included in each
design component, assuring that pacing would be steady but challenging. Individual
participation in particular activites was made voluntary. Norms of openness,
experimentation, and sensitivity were established with guidelines early in the workshop.
Flexibility was assured by the employment of trainers experienced in the topic and
structured group techniques.
Workshop B began with brief introductory comments, a warm-up activity, and
discussion o f the schedule and guidelines. Guidelines were less extensive than those of
Workshop A, and unlike Workshop A, no working assumptions were presented in
Workshop B. Following the guidelines, there was a brief, impactful exercise to
demonstrate the scope of the problem of sexual harassment. Next, participants worked in
small, single-sex groups to define sexual harassment, after which they reported their
results to the large group for discussion. The concept that sexual harassment lies on a
continuum o f abuse was conveyed in a way that was designed to be persuasive by the
dramatic reading of a personal story, followed by small group discussions of reactions
and a lecturette. Next followed an exercise designed to forcefully convey sex differences
in precautions taken to try to ward off unwanted sexual attention, harassment, and assault;
o f course processing time in small groups was provided. Finally, small groups were
assigned the task of planning ways to handle being subjected to sexual harassment and
ways to respond when they see sexual harassment occuring.

",2,1,,0,"2,4",0.5,"2,4",both,8,NA,NA,quasi-experimental,FALSE,behavior,-,3,,46,,48,1,3,n groups,d.i.d,-0.33,-1,0.74,95,NA,-0.446,4.30E-02,0.207,,,#ffffff
cohen,1995,empowerment group,Responses to Observing Sexual Harassment Questionnaire - Externally focused,70,Evaluation of Workshops to Counter Sexual Harassment,Matej,1,lab,NA,4,2,3,3,21.1,3,40.4,73,USA,MO,93,1,NA,"Workshop A was designed in consultation with Sharon Welch and Pack Matthews using as a basic outline the generic workshop design from the Equity Institute, San
Francisco, CA. According to this model, which is based on the empowerment ideas of
Sherover-Marcuse (1986), every workshop, regardless o f length, should contain the
following basic components: needs assessment, climate setting, experiential component,
didactic component, action component, closure component, and evaluation.
Needs assessment took place informally prior to the workshop by establishing the
desire of the UMC Residential Life department to offer a sexual harassment workshop,
and by review of research which indicates that sexual harassment is a pervasive problem
on campuses throughout the country. Climate setting activities, which are designed to put
the audience at ease, included establishment of facilitator credibility by informative
introductions; a playful warm-up activity designed to build trust and a risk-taking
atmosphere; and explanation of workshop schedule, guidelines, and working
assumptions. Participants are encouraged to speak out. Two experiential activities were
included. The first exercise, designed to recover and process memories of resistance and
oppression, combined the use of guided visualization, dyad sharing, and small group
sharing. The second activity was designed to empower participants to resist sexual
harassment by brainstorming situations and ways to solve them. The didactic component
of the workshop, postponed to after the experiential component because of the participants are thereby encouraged to do something concrete after the workshop. For
this activity, participants worked in dyads to generate ideas for do-able next steps, choose
an idea to implement, discuss obstacles and ways to overcome them, and write a
committment which both partners sign. The closure component, designed to be short and
up-beat, was planned to be a brief role play demonstrating effective intervention in sexual
harassment. Finally, the evaluation component was implemented by means of the
evaluation and research instruments given to the participants.
assumption in this framework that people will be more receptive to learning information
after an emotional connection has been established, was quite brief because of time
constraints. It consisted simply of going over the contents of the handout packet (see
Appendices K and L), as well as informing participants o f the procedure for victims of
sexual harassment on this campus. An action component is desirable, because
",2,1,,0,"2,5",0.5,"2,5",both,8,NA,NA,quasi-experimental,FALSE,behavior,-,3,,46,,47,1,3,n groups,d.i.d,-0.43,-1,0.74,95,NA,-0.581,4.40E-02,0.21,,,#ffffff
