author,year,coder,intervention name,title,publication type,origin,program name,number of participant,mean age,participant sex,% of male,stage in life,setting,% dominant racial or ethnic group,country,state,lab or field,type of control,intrevention description,brief description of the intervention,delivery of treatment,intervention length,additional contact,states purpose of the intervention,_file,stated purpose of the intervention,number of participants,intervention description,states purpose of the intervention...26,stated_purpose
Borsky,2014,Arielle,NSO,Promoting Prosocial Behaviors to Prevent Dating Violence Among College Students: Evaluation of a Bystander Intervention,4,2,JCHS Bystander Program,288,NA,5,19.434375,3,3,82.328125,USA,Virginia,0,2,1,new student orientation video,"1,4",1,0,"1,2,4,5,10",5,NA,NA,NA,NA,"1,2,4,5,10"
Borsky,2014,Arielle,Red Flag Campaign,Promoting Prosocial Behaviors to Prevent Dating Violence Among College Students: Evaluation of a Bystander Intervention,4,2,JCHS Bystander Program,159,NA,7,19.54339623,3,3,84.8754717,USA,Virginia,0,2,1,social media campaign,"6,9",7,0,"1,2,4,5,10",5,NA,NA,NA,NA,"1,2,4,5,10"
Bowen,2014,Arielle,NA,"""It's like you're actually playing as yourself"": Development and preliminary evaluation of 'Green Acres High,' a serious game-based primary intervention to combat adolescent dating violence",1,2,Green Acres High,13,14.91,5,3.076923077,3,3,NA,USA,NA,0,4,1,video game on healthy relationships,7,1,0,"1,2,10,11",5,NA,NA,NA,NA,"1,2,10,11"
Chamberland,2014,Arielle,treatment and control,ASSESSMENT OF THE IMPACT OF SAISIR: A dating violence prevention program,1,2,SAISIR,768,14.72,5,52.99479167,2,2,97.2,Canada,NA,0,1,0.5,in-school workshops on dating violence,8,4,0,"1,2,3,11",5,NA,NA,NA,NA,"1,2,3,11"
Darlington,2014,Arielle,SWAT,Decreasing Misperceptions of Sexual Violence to Increase Bystander Intervention: A Social Norms Intervention,4,2,Sexual Wellness Advocacy Team,200,19.58915,1,100,3,"3,5",76.971,USA,Oregon,0,1,1,sexual wellness peer theater education program,"2,3,5",1,0,"1,2,3,4,9,10",5,NA,NA,NA,NA,"1,2,3,4,9,10"
Darlington,2014,Arielle,SWAT plus bystander education,Decreasing Misperceptions of Sexual Violence to Increase Bystander Intervention: A Social Norms Intervention,4,2,Sexual Wellness Advocacy Team,201,19.64507463,1,100,3,"3,5",70.64626866,USA,Oregon,0,1,1,sexual wellness peer theater education program plus bystander intervention training,"2,3,5",1,0,"1,2,3,4,9,10",5,NA,NA,NA,NA,"1,2,3,4,9,10"
Eugene Kent,2014,Paloma,Sexual Abuse Awareness Training Program (SAAT),"SEXUAL ABUSE AWARENESS AND TRAINING COURSE FOR MINISTRY: TOWARD A PROGRAM TO ERADICATE MINISTRY MISCONDUCT FOR HEALTHIER CHURCHES IN THE TWENTY-
FIRST CENTURY",4,2,Sexual Abuse Awareness Training Program (SAAT),NA,NA,5,NA,NA,6,NA,US,NA,1,4,0.5,"The Sexual Abuse Awareness Training Program (SAAT) Program consists of the instructor, six six-hour sessions, an initial and exit exam, and a Capstone Group Project. Each Student is presented a certificate of completion at the end of training.",8,6,0,NA,7,NA,NA,NA,"3,1","3,1"
Gage,2014,Arielle,private school,"Short-Term Effects of a Violence Prevention Curriculum on Knowledge of Dating Violence among High School Students in Port-au-Prince, Haiti",7,2,SAFE Dates (adaptation),343,NA,NA,NA,3,3,NA,Haiti,NA,0,"2,4",1,curriculum on dating violence,"2,5",10,0,2,5,NA,NA,NA,NA,2
Gage,2014,Arielle,public school,"Short-Term Effects of a Violence Prevention Curriculum on Knowledge of Dating Violence among High School Students in Port-au-Prince, Haiti",7,2,SAFE Dates (adaptation),343,NA,NA,NA,3,3,NA,Haiti,NA,0,"2,4",1,curriculum on dating violence,"2,5",10,0,2,5,NA,NA,NA,NA,2
Gannon,2014,Arielle,treatment and control,An Evaluation of Mandatory Polygraph Testing for Sexual Offenders in the United Kingdom,1,2,NA,718,42.85228346,7,99.36598425,4,7,92.9223622,UK,NA,0,1,1,polygraph testing,9,5,0,11,5,NA,NA,NA,NA,11
Holland,2014,Arielle,Minimal exposure,"Sexual Assault Training in the Military: Evaluating Efforts to End the ""Invisible War""",1,2,Department of Defense's Sexual Assault Prevention and Response Office,3832,NA,5,58.35689746,4,7,NA,USA,NA,1,1,1,sexual assault training program by the Department of Defense,8,NA,0,"2,3",5,NA,NA,NA,NA,"2,3"
Holland,2014,Arielle,Partial exposure,"Sexual Assault Training in the Military: Evaluating Efforts to End the ""Invisible War""",1,2,Department of Defense's Sexual Assault Prevention and Response Office,9526,NA,5,58.96909563,4,7,NA,USA,NA,1,1,1,sexual assault training program by the Department of Defense,8,NA,0,"2,3",5,NA,NA,NA,NA,"2,3"
Holland,2014,Arielle,Comprehensive exposure,"Sexual Assault Training in the Military: Evaluating Efforts to End the ""Invisible War""",1,2,Department of Defense's Sexual Assault Prevention and Response Office,15157,NA,5,60.36546352,4,7,NA,USA,NA,1,1,1,sexual assault training program by the Department of Defense,8,NA,0,"2,3",5,NA,NA,NA,NA,"2,3"
Huebner,2014,Arielle,Michigan samples,The Effect and Implications of Sex Offender Residence Restrictions,1,2,NA,3406,35.5,7,96.175,4,7,69.675,USA,Michigan,1,"1,4",0.5,recidency restrictions on sex offenders,9,NA,0,"3,11",5,NA,NA,NA,NA,"3,11"
Huebner,2014,Arielle,Missouri samples,The Effect and Implications of Sex Offender Residence Restrictions,1,2,NA,4448,40.175,7,87.175,4,7,76.225,USA,Missouri,1,"1,4",0.5,recidency restrictions on sex offenders,9,NA,0,"3,11",5,NA,NA,NA,NA,"3,11"
Kirkner,2014,Paloma,Speak Up,Speak Up: Engaging Youth in School-Based Primary Prevention of Sexual Violence,5,2,Speak Up,184,NA,"4,3",NA,1,1,NA,US,Colorado,1,4,1,"The Speak Up curriculum challenges and inspires students to become leaders within their peer groups, to speak out against inappropriate language and behavior, and to be part of a cultural shift towards greater respect.
Speak Up groups take place within individual middle schools and in gender-specific groups for an hour each week, but at the end of the year all groups are invited to come together for a celebration and experiential field trip to rock climbing gym or similar team-building venue. Bringing together multiple groups in a cooperative and supportive environment enables students to meet allies and recognize that there are many other young men and women who will support their future goals and stand with them against sexual and gender-based violence. Discussions include sexual assault, dating violence, all forms of bullying, as well as identifying the difference between sexual harassment and flirting.","2,5,9",NA,0,NA,7,NA,NA,NA,"4,1,9,10","4,1,9,10"
Lishnoff,2014,Arielle,NA,The Impact of Leadership and an Instructor-Led Training Program on Sexual Harassment and Assault Challenges: An Action Research Study,4,2,Sexual Harassment and Assault Response and Prevention training program,146,NA,5,0.726027397,4,"5,7",NA,USA,NA,0,4,0.5,instructor led training program for military members,8,70,0,"1,3,11",5,NA,NA,NA,NA,"1,3,11"
McClure,2014,Arielle,treatment and control,Voices within a Gay World: An Evaluation of Oregon State University's Sexual and Domestic Violence Prevention Curriculum,4,2,"Every1, One Act Bystander Intervention Program",77,NA,3,5.2,3,3,74.1,USA,Oregon,0,"1,4",1,in-class curriculum addressing beliefs and actions surrounding sexual violence,"1,2,5",3,0,"1,3,4,11",5,NA,NA,NA,NA,"1,3,4,11"
McMahon,2014,Arielle,NA,Utilizing Peer Education Theater for the Primary Prevention of Sexual Violence on College Campuses,1,2,SCREAM Theater,2465,NA,5,45,3,3,53,USA,NA,1,4,1,theater presentation of scenarios for bystander intervention in sexual violence,"3,5",1,0,"1,9",5,NA,NA,NA,NA,"1,9"
Neudorfer,2014,Paloma,Conduct and discipline units (CDUs),Reducing Sexual Exploitation and Abuse: Does Deterrence Work to Prevent SEAs in UN Peacekeeping Missions?,5,2,NA,NA,NA,NA,NA,NA,7,NA,Crosscountry,NA,1,1,0,"Inclusion of CDUs. As coded in the paper: ""(cdu) indicates whether there is a conduct and discipline unit (CDU) in the mission. 0 1⁄4 no CDU, 1 1⁄4 there is a CDU responsible for the mission, but it is based in another mission, 2 1⁄4 CDU in the mission (e.g. there was a CDU based in Afghanistan but also responsible for Nepal, so Afghanistan would be coded 2 and Nepal 1 for those months/years). Source: Quarterly Secretary- General’s Reports to the Security Council for each mission. Self-coded""",9,NA,0,NA,7,NA,NA,NA,3,3
Nickerson,2014,Arielle,NA,Measurement of the bystander intervention model for bullying and sexual harassment,1,2,NA,657,16.11,5,NA,3,3,95,USA,NA,0,4,1,survey administered to students,9,1,0,"1,2,6",5,NA,NA,NA,NA,"1,2,6"
Peskin,2014,Arielle,treatment and control,Effects of It's Your Game...Keei It Real Program on Dating Violence in Ethnic Minority Middle School Youths: A Group Randomized Trial,1,2,It's Your Game...Keep It Real,1445,13,5,42.2,2,2,NA,USA,Texas,1,1,0.5,school-based health education porgram to promote healthy dating relationships in minority youth,"1,2,4,5,6,7,9",24,0,3,5,NA,NA,NA,NA,3
Peterson,2014,Arielle,bystander education program,An Evaluation of Two Dating Violence Prevention Programs on a College Campus,4,2,Bringing in the Bystander (modified),593,NA,5,49.1,3,3,69.9,USA,Colorado,1,"1,3,4",1,peer-led sexual violence curriculum emphasizing bystander intervention,"1,4,5",1,0,"1,2,3,4,5,11",5,NA,NA,NA,NA,"1,2,3,4,5,11"
Peterson,2014,Arielle,traditional awareness eductaion program,An Evaluation of Two Dating Violence Prevention Programs on a College Campus,4,2,NA,600,NA,5,49.1,3,3,69.9,USA,Colorado,1,"1,3,4",1,peer-led sexual violence curriculum emphasizing a victim/perpetrator approach,"1,4,5",1,0,"1,2,3,4,5,11",5,NA,NA,NA,NA,"1,2,3,4,5,11"
Saggurti,2014,Arielle,treatment and control,Impact of the RHANI Wives Intervention on marital conflict and sexual coercion,1,1,RHANI Wives,220,29.5,2,0,4,5,63.6,India,NA,0,2,0.5,individual and group discussion of marial conflict,"5,9",6,0,"3,11",5,NA,NA,NA,NA,"3,11"
Stewart,2014,Arielle,pre-post,The Men's Project: A Sexual Assault Prevention Program Targeting College Men,1,2,Men's Project,36,20.33,1,100,3,3,NA,NA,NA,0,4,0;.5,student-led workshops on sexual violence,8,11,0,"3,4,5,9,10",5,NA,NA,NA,NA,"3,4,5,9,10"
Cares,2015,Arielle,Program Campus 1 Men,Changing Attitudes About Being a Bystander to Violence: Translating an In-Person Sexual Violence Prevention Program to a New Campus,1,2,Bringing in the Bystander,366.165,18.2,1,100,3,3,85.2,USA,NA,0,1,1,proram on how bystanders can help in risky situations; social marketing campaign displaying proscoail bheavior images,2,2,0,"1,2,4,5,6,7,9,10",5,NA,NA,NA,NA,"1,2,4,5,6,7,9,10"
Cares,2015,Arielle,Program Campus 1 Women,Changing Attitudes About Being a Bystander to Violence: Translating an In-Person Sexual Violence Prevention Program to a New Campus,1,2,Bringing in the Bystander,344.835,18.2,2,0,3,3,85.2,USA,NA,0,1,1,proram on how bystanders can help in risky situations; social marketing campaign displaying proscoail bheavior images,2,2,0,"1,2,4,5,6,7,9,10",5,NA,NA,NA,NA,"1,2,4,5,6,7,9,10"
Cares,2015,Arielle,SMC-only Campus 1 Men,Changing Attitudes About Being a Bystander to Violence: Translating an In-Person Sexual Violence Prevention Program to a New Campus,1,2,Know Your Power Bystander Social Marketing Campaign,NA,18.2,1,100,3,3,85.2,USA,NA,0,1,1,proram on how bystanders can help in risky situations; social marketing campaign displaying proscoail bheavior images,6,42,0,"1,2,4,5,6,7,9,10",5,NA,NA,NA,NA,"1,2,4,5,6,7,9,10"
